User_Id,Name,Age,Country,Subscription_Type,Watch_Time_Hours,Favorite_Genre,Last_Login,Watch_Tier,Age_Group,Last_Login_Year,Last_Login_Month
82,Sarah Garcia,78,France,Premium,443.05,Drama,20-11-2024,Light,Senior,2024,Nov
83,Jane Davis,74,Australia,Premium,609.74,Documentary,16-08-2024,Heavy,Senior,2024,Aug
84,Michael Smith,70,France,Premium,101.32,Romance,19-07-2024,Light,Senior,2024,Jul
85,David Martinez,59,Germany,Basic,452.51,Action,16-11-2024,Light,Senior,2024,Nov
86,Emma Johnson,73,Brazil,Basic,726.72,Documentary,08-04-2024,Heavy,Senior,2024,Apr
87,James Davis,76,Japan,Standard,164.45,Drama,11-05-2024,Light,Senior,2024,May
88,Emma Smith,78,France,Basic,924.9,Comedy,23-03-2024,Heavy,Senior,2024,Mar
89,Katie Williams,71,USA,Basic,740.04,Comedy,14-12-2024,Heavy,Senior,2024,Dec
90,David Martinez,73,UK,Premium,598.3,Comedy,23-12-2024,Heavy,Senior,2024,Dec
91,Katie Jones,61,Japan,Standard,523.21,Romance,28-04-2024,Heavy,Senior,2024,Apr
92,Michael Martinez,70,Australia,Basic,858.29,Drama,09-11-2024,Heavy,Senior,2024,Nov
93,Sarah Davis,49,Japan,Standard,635.38,Documentary,10-04-2024,Heavy,Senior,2024,Apr
94,Michael Brown,40,Brazil,Standard,402.75,Documentary,20-09-2024,Light,Adult,2024,Sep
95,Emma Garcia,33,France,Basic,435.56,Comedy,05-03-2025,Light,Adult,2025,Mar
96,James Smith,37,France,Standard,164.11,Romance,16-05-2024,Light,Adult,2024,May
97,Jane Miller,49,USA,Premium,413.2,Sci-Fi,22-07-2024,Light,Senior,2024,Jul
98,James Jones,32,Canada,Premium,626.92,Horror,26-04-2024,Heavy,Adult,2024,Apr
99,Michael Brown,57,Australia,Basic,731.09,Romance,23-10-2024,Heavy,Senior,2024,Oct
100,David Jones,31,Japan,Basic,122.87,Romance,04-07-2024,Light,Adult,2024,Jul
101,John Johnson,18,France,Standard,540.53,Action,07-09-2024,Heavy,Youth,2024,Sep
102,Emma Johnson,55,Australia,Premium,503.97,Horror,08-03-2025,Heavy,Senior,2025,Mar
103,Sarah Hernandez,70,Japan,Standard,225.38,Action,12-12-2024,Light,Senior,2024,Dec
104,James Garcia,79,USA,Basic,135.98,Drama,14-03-2024,Light,Senior,2024,Mar
105,Katie Hernandez,39,USA,Basic,709.87,Horror,13-12-2024,Heavy,Adult,2024,Dec
106,Alex Hernandez,67,Japan,Standard,488.31,Comedy,28-01-2025,Light,Senior,2025,Jan
107,Katie Jones,77,UK,Premium,690.18,Drama,18-11-2024,Heavy,Senior,2024,Nov
108,James Smith,57,Canada,Basic,808.07,Action,04-09-2024,Heavy,Senior,2024,Sep
109,Sarah Martinez,17,Australia,Standard,978.84,Comedy,27-02-2025,Heavy,Youth,2025,Feb
110,Sarah Brown,53,Australia,Premium,81.11,Horror,09-03-2024,Light,Senior,2024,Mar
111,James Martinez,37,Australia,Basic,271.58,Romance,29-05-2024,Light,Adult,2024,May
112,Sarah Garcia,43,Canada,Premium,229.82,Comedy,23-11-2024,Light,Adult,2024,Nov
113,John Martinez,34,France,Basic,748.26,Documentary,12-08-2024,Heavy,Adult,2024,Aug
114,Chris Miller,70,France,Premium,356.57,Documentary,23-03-2024,Light,Senior,2024,Mar
115,John Johnson,23,Canada,Premium,87.79,Documentary,03-09-2024,Light,Youth,2024,Sep
116,Katie Miller,37,Mexico,Standard,627.39,Comedy,31-08-2024,Heavy,Adult,2024,Aug
117,Sarah Jones,33,France,Basic,13.55,Romance,12-05-2024,Light,Adult,2024,May
118,Sarah Miller,15,UK,Premium,336.13,Drama,12-05-2024,Light,Youth,2024,May
119,Jane Davis,50,UK,Basic,251.13,Horror,17-10-2024,Light,Senior,2024,Oct
120,John Miller,55,Canada,Standard,175.47,Drama,04-12-2024,Light,Senior,2024,Dec
121,Sarah Williams,44,Canada,Premium,98.9,Action,08-01-2025,Light,Adult,2025,Jan
122,Katie Davis,44,Canada,Standard,988.14,Drama,29-01-2025,Heavy,Adult,2025,Jan
123,Katie Davis,80,UK,Standard,816.36,Documentary,07-09-2024,Heavy,Senior,2024,Sep
124,Emma Miller,58,Brazil,Basic,732.09,Romance,01-02-2025,Heavy,Senior,2025,Feb
125,James Davis,20,Australia,Basic,202.57,Action,18-09-2024,Light,Youth,2024,Sep
126,Jane Williams,68,Germany,Standard,758.62,Romance,17-03-2024,Heavy,Senior,2024,Mar
127,James Smith,61,Japan,Premium,10.31,Romance,24-07-2024,Light,Senior,2024,Jul
128,John Martinez,70,Brazil,Standard,633.29,Romance,05-03-2025,Heavy,Senior,2025,Mar
129,John Miller,63,Germany,Premium,278.69,Documentary,25-12-2024,Light,Senior,2024,Dec
130,Sarah Jones,77,India,Basic,147.04,Horror,31-07-2024,Light,Senior,2024,Jul
131,Sarah Jones,79,Mexico,Premium,884.66,Documentary,23-02-2025,Heavy,Senior,2025,Feb
132,Emma Jones,44,UK,Premium,485.81,Sci-Fi,04-07-2024,Light,Adult,2024,Jul
133,James Martinez,36,USA,Standard,479.08,Comedy,10-05-2024,Light,Adult,2024,May
134,Katie Williams,37,Germany,Basic,744.34,Drama,12-02-2025,Heavy,Adult,2025,Feb
135,James Davis,70,Mexico,Basic,17.94,Documentary,21-10-2024,Light,Senior,2024,Oct
136,Jane Garcia,78,Canada,Standard,457.57,Comedy,04-03-2025,Light,Senior,2025,Mar
137,Emma Jones,37,Australia,Premium,325.1,Action,10-02-2025,Light,Adult,2025,Feb
138,James Martinez,46,Mexico,Standard,18.62,Comedy,08-09-2024,Light,Senior,2024,Sep
139,Sarah Williams,38,UK,Standard,80.87,Romance,27-11-2024,Light,Adult,2024,Nov
140,Chris Johnson,67,Brazil,Standard,164.13,Comedy,30-10-2024,Light,Senior,2024,Oct
141,David Brown,62,Mexico,Premium,640.75,Horror,20-06-2024,Heavy,Senior,2024,Jun
142,Jane Williams,53,USA,Standard,793.72,Romance,25-08-2024,Heavy,Senior,2024,Aug
143,Katie Williams,54,Germany,Standard,517.41,Action,19-04-2024,Heavy,Senior,2024,Apr
144,Alex Davis,38,France,Basic,999.14,Comedy,11-06-2024,Heavy,Adult,2024,Jun
145,Jane Miller,80,Germany,Standard,766.11,Romance,15-11-2024,Heavy,Senior,2024,Nov
146,Sarah Garcia,76,Germany,Basic,689.16,Action,23-02-2025,Heavy,Senior,2025,Feb
147,Chris Brown,14,Brazil,Standard,702.52,Action,09-08-2024,Heavy,Youth,2024,Aug
148,Emma Davis,51,India,Basic,975.55,Sci-Fi,13-02-2025,Heavy,Senior,2025,Feb
149,Alex Martinez,32,India,Basic,670.83,Action,01-04-2024,Heavy,Adult,2024,Apr
150,Emma Williams,56,Brazil,Premium,342.26,Drama,08-08-2024,Light,Senior,2024,Aug
151,Katie Martinez,34,UK,Basic,846.85,Documentary,18-10-2024,Heavy,Adult,2024,Oct
152,David Martinez,55,Australia,Premium,558.87,Romance,14-10-2024,Heavy,Senior,2024,Oct
153,Jane Miller,52,Brazil,Basic,989.34,Action,11-05-2024,Heavy,Senior,2024,May
154,Chris Smith,15,Japan,Basic,835.1,Romance,12-08-2024,Heavy,Youth,2024,Aug
155,John Smith,70,USA,Basic,242.26,Horror,10-07-2024,Light,Senior,2024,Jul
156,Alex Smith,76,Canada,Basic,759.5,Sci-Fi,31-10-2024,Heavy,Senior,2024,Oct
157,David Johnson,51,Brazil,Premium,507.15,Documentary,21-06-2024,Heavy,Senior,2024,Jun
158,Alex Williams,42,Japan,Premium,269.42,Documentary,20-06-2024,Light,Adult,2024,Jun
159,John Hernandez,58,UK,Premium,153.32,Comedy,16-09-2024,Light,Senior,2024,Sep
160,Emma Smith,50,USA,Basic,457.19,Drama,15-05-2024,Light,Senior,2024,May
161,David Jones,79,Brazil,Standard,799.77,Comedy,10-07-2024,Heavy,Senior,2024,Jul
162,James Jones,57,Australia,Basic,934.12,Documentary,07-03-2025,Heavy,Senior,2025,Mar
163,John Jones,61,Germany,Basic,961.56,Sci-Fi,15-04-2024,Heavy,Senior,2024,Apr
164,John Davis,49,Australia,Basic,478.8,Drama,03-06-2024,Light,Senior,2024,Jun
165,Sarah Jones,24,Brazil,Standard,56.21,Documentary,23-08-2024,Light,Youth,2024,Aug
166,John Brown,76,Japan,Basic,885.8,Comedy,14-09-2024,Heavy,Senior,2024,Sep
167,John Smith,54,UK,Basic,14.28,Horror,23-02-2025,Light,Senior,2025,Feb
168,Katie Williams,45,Canada,Premium,580.9,Sci-Fi,04-10-2024,Heavy,Adult,2024,Oct
169,Sarah Brown,43,USA,Basic,566.29,Documentary,23-07-2024,Heavy,Adult,2024,Jul
170,Jane Jones,43,Canada,Standard,358.64,Horror,25-12-2024,Light,Adult,2024,Dec
171,Chris Davis,50,Australia,Premium,826.06,Action,21-03-2024,Heavy,Senior,2024,Mar
172,Michael Williams,46,USA,Standard,893.69,Horror,20-08-2024,Heavy,Senior,2024,Aug
173,Alex Williams,43,Germany,Basic,737.2,Action,17-07-2024,Heavy,Adult,2024,Jul
174,Katie Brown,18,Canada,Premium,72.54,Drama,15-09-2024,Light,Youth,2024,Sep
175,John Davis,53,Mexico,Basic,741.62,Action,03-12-2024,Heavy,Senior,2024,Dec
176,Sarah Smith,26,UK,Basic,945.3,Sci-Fi,11-02-2025,Heavy,Adult,2025,Feb
177,Jane Garcia,78,Canada,Standard,46.3,Action,20-10-2024,Light,Senior,2024,Oct
178,Emma Smith,79,India,Premium,466.93,Horror,07-03-2025,Light,Senior,2025,Mar
179,Jane Smith,40,France,Basic,866.49,Horror,28-09-2024,Heavy,Adult,2024,Sep
180,Katie Jones,26,India,Standard,192.61,Horror,08-10-2024,Light,Adult,2024,Oct
181,Alex Garcia,47,Canada,Premium,414.81,Comedy,19-10-2024,Light,Senior,2024,Oct
182,Katie Williams,63,Japan,Standard,332.14,Drama,30-11-2024,Light,Senior,2024,Nov
183,John Williams,25,India,Premium,531.46,Romance,30-07-2024,Heavy,Adult,2024,Jul
184,John Davis,20,Australia,Premium,260.06,Action,05-03-2025,Light,Youth,2025,Mar
185,Alex Jones,78,Australia,Basic,301.54,Drama,27-10-2024,Light,Senior,2024,Oct
186,Emma Smith,63,India,Basic,870.79,Sci-Fi,05-03-2025,Heavy,Senior,2025,Mar
187,John Davis,60,France,Standard,553.57,Documentary,13-08-2024,Heavy,Senior,2024,Aug
188,David Miller,14,Mexico,Basic,792.96,Drama,02-03-2025,Heavy,Youth,2025,Mar
189,Jane Martinez,78,Japan,Standard,982.44,Documentary,02-06-2024,Heavy,Senior,2024,Jun
190,Sarah Williams,30,Germany,Basic,174.99,Documentary,18-01-2025,Light,Adult,2025,Jan
191,Alex Martinez,67,Australia,Standard,727.39,Sci-Fi,31-10-2024,Heavy,Senior,2024,Oct
192,Jane Martinez,40,Brazil,Premium,3.69,Sci-Fi,07-01-2025,Light,Adult,2025,Jan
193,Katie Johnson,38,India,Premium,455.69,Sci-Fi,25-12-2024,Light,Adult,2024,Dec
194,Chris Williams,57,Australia,Standard,956.44,Comedy,09-01-2025,Heavy,Senior,2025,Jan
195,Alex Brown,34,Germany,Standard,109.93,Horror,11-07-2024,Light,Adult,2024,Jul
196,Alex Garcia,33,Australia,Basic,748.3,Horror,12-03-2024,Heavy,Adult,2024,Mar
197,Jane Jones,39,Australia,Basic,914.92,Action,19-09-2024,Heavy,Adult,2024,Sep
198,Michael Garcia,18,UK,Premium,747.86,Documentary,08-02-2025,Heavy,Youth,2025,Feb
199,Katie Brown,72,Mexico,Basic,235.91,Romance,02-05-2024,Light,Senior,2024,May
200,Jane Brown,49,Germany,Premium,749.77,Romance,20-08-2024,Heavy,Senior,2024,Aug
201,James Smith,66,Germany,Basic,628.14,Comedy,28-04-2024,Heavy,Senior,2024,Apr
202,John Hernandez,80,USA,Standard,776.4,Action,05-08-2024,Heavy,Senior,2024,Aug
203,James Miller,75,UK,Basic,838.37,Documentary,15-08-2024,Heavy,Senior,2024,Aug
204,Michael Williams,48,Brazil,Basic,222.55,Drama,09-06-2024,Light,Senior,2024,Jun
205,David Garcia,16,Canada,Basic,701.24,Action,03-08-2024,Heavy,Youth,2024,Aug
206,John Brown,40,Australia,Standard,444.18,Drama,18-02-2025,Light,Adult,2025,Feb
207,Sarah Miller,53,India,Premium,883.16,Action,24-10-2024,Heavy,Senior,2024,Oct
208,Alex Brown,23,Mexico,Standard,287.09,Drama,04-12-2024,Light,Youth,2024,Dec
209,Katie Smith,52,Japan,Premium,745.62,Drama,16-11-2024,Heavy,Senior,2024,Nov
210,Katie Smith,51,USA,Basic,366.11,Drama,14-06-2024,Light,Senior,2024,Jun
211,Chris Smith,41,Germany,Basic,800.18,Horror,23-07-2024,Heavy,Adult,2024,Jul
212,Alex Smith,68,Mexico,Premium,218,Horror,20-10-2024,Light,Senior,2024,Oct
213,Michael Johnson,62,India,Basic,811.94,Comedy,16-06-2024,Heavy,Senior,2024,Jun
214,Sarah Brown,59,UK,Standard,154.17,Sci-Fi,20-01-2025,Light,Senior,2025,Jan
215,James Brown,40,Mexico,Standard,538.64,Sci-Fi,29-01-2025,Heavy,Adult,2025,Jan
216,Alex Hernandez,21,Japan,Premium,952.42,Drama,01-09-2024,Heavy,Youth,2024,Sep
217,John Davis,38,Canada,Premium,60.01,Documentary,10-11-2024,Light,Adult,2024,Nov
218,Alex Garcia,55,Brazil,Basic,31.08,Romance,02-03-2025,Light,Senior,2025,Mar
219,Emma Hernandez,68,UK,Standard,769.68,Drama,07-12-2024,Heavy,Senior,2024,Dec
220,Sarah Miller,13,Canada,Premium,205.73,Drama,09-08-2024,Light,Youth,2024,Aug
221,Alex Jones,23,Canada,Premium,449.56,Romance,27-10-2024,Light,Youth,2024,Oct
222,Katie Davis,26,France,Standard,324.19,Horror,07-04-2024,Light,Adult,2024,Apr
223,Sarah Davis,29,Mexico,Basic,349.96,Documentary,06-06-2024,Light,Adult,2024,Jun
224,John Johnson,76,Australia,Standard,484.18,Action,27-06-2024,Light,Senior,2024,Jun
225,Emma Davis,80,UK,Basic,691.81,Documentary,24-05-2024,Heavy,Senior,2024,May
226,Emma Brown,20,Brazil,Standard,641.48,Drama,21-07-2024,Heavy,Youth,2024,Jul
227,John Williams,29,India,Premium,462.73,Documentary,16-06-2024,Light,Adult,2024,Jun
228,Emma Martinez,36,Canada,Premium,655.31,Action,05-08-2024,Heavy,Adult,2024,Aug
229,Emma Hernandez,42,Japan,Premium,630.76,Sci-Fi,19-03-2024,Heavy,Adult,2024,Mar
230,Chris Martinez,50,USA,Basic,20.48,Horror,26-12-2024,Light,Senior,2024,Dec
231,Sarah Miller,70,Canada,Basic,857.43,Action,27-02-2025,Heavy,Senior,2025,Feb
232,Sarah Brown,24,India,Standard,23.35,Romance,25-04-2024,Light,Youth,2024,Apr
233,Alex Johnson,57,Japan,Standard,52.82,Sci-Fi,28-05-2024,Light,Senior,2024,May
234,Katie Smith,45,USA,Basic,332.26,Drama,03-10-2024,Light,Adult,2024,Oct
235,Chris Davis,72,Germany,Basic,54.61,Horror,18-04-2024,Light,Senior,2024,Apr
236,David Hernandez,51,Mexico,Basic,438.98,Horror,23-09-2024,Light,Senior,2024,Sep
237,Katie Jones,20,Brazil,Standard,539.58,Action,06-06-2024,Heavy,Youth,2024,Jun
238,Emma Hernandez,21,India,Standard,959.06,Comedy,23-11-2024,Heavy,Youth,2024,Nov
239,James Garcia,14,Japan,Standard,45.63,Drama,04-01-2025,Light,Youth,2025,Jan
240,Alex Smith,42,Mexico,Standard,903.41,Drama,01-02-2025,Heavy,Adult,2025,Feb
241,Sarah Martinez,45,Australia,Basic,687.91,Comedy,29-06-2024,Heavy,Adult,2024,Jun
242,Jane Davis,57,India,Standard,561.13,Romance,14-01-2025,Heavy,Senior,2025,Jan
243,James Jones,74,Brazil,Basic,675,Action,20-10-2024,Heavy,Senior,2024,Oct
244,Jane Williams,18,UK,Standard,890.77,Romance,23-06-2024,Heavy,Youth,2024,Jun
245,Chris Brown,35,UK,Standard,746.89,Horror,21-01-2025,Heavy,Adult,2025,Jan
246,Sarah Jones,61,Australia,Premium,138.06,Action,29-07-2024,Light,Senior,2024,Jul
247,Michael Brown,77,UK,Standard,225.61,Action,19-03-2024,Light,Senior,2024,Mar
248,John Garcia,57,Brazil,Standard,394.56,Action,03-04-2024,Light,Senior,2024,Apr
249,Chris Martinez,73,Canada,Basic,902.54,Sci-Fi,28-06-2024,Heavy,Senior,2024,Jun
250,Emma Brown,58,France,Basic,491.04,Romance,04-11-2024,Light,Senior,2024,Nov
251,Sarah Garcia,26,France,Basic,83.59,Sci-Fi,21-11-2024,Light,Adult,2024,Nov
252,Katie Miller,31,India,Basic,449.45,Sci-Fi,20-02-2025,Light,Adult,2025,Feb
253,James Jones,35,Australia,Basic,418.9,Horror,25-06-2024,Light,Adult,2024,Jun
254,Chris Hernandez,27,Canada,Standard,331.1,Action,06-03-2025,Light,Adult,2025,Mar
255,Katie Smith,17,Japan,Premium,508.92,Drama,01-04-2024,Heavy,Youth,2024,Apr
256,Katie Davis,62,Canada,Premium,272.88,Documentary,27-09-2024,Light,Senior,2024,Sep
257,Katie Hernandez,50,France,Standard,362.15,Horror,20-07-2024,Light,Senior,2024,Jul
258,Jane Johnson,31,Germany,Premium,934.33,Romance,15-11-2024,Heavy,Adult,2024,Nov
259,Sarah Williams,69,Japan,Premium,109.87,Documentary,05-04-2024,Light,Senior,2024,Apr
260,Sarah Garcia,67,USA,Standard,747.73,Comedy,05-10-2024,Heavy,Senior,2024,Oct
261,John Brown,52,Canada,Standard,674.12,Horror,11-08-2024,Heavy,Senior,2024,Aug
262,Emma Brown,62,Germany,Standard,958.8,Documentary,26-02-2025,Heavy,Senior,2025,Feb
263,Alex Smith,20,India,Premium,107.38,Documentary,26-05-2024,Light,Youth,2024,May
264,Sarah Hernandez,20,Mexico,Basic,901.22,Horror,30-09-2024,Heavy,Youth,2024,Sep
265,James Davis,55,Brazil,Basic,441.32,Drama,10-06-2024,Light,Senior,2024,Jun
266,John Miller,65,India,Basic,233.67,Action,23-02-2025,Light,Senior,2025,Feb
267,James Jones,63,Japan,Standard,42.36,Horror,08-11-2024,Light,Senior,2024,Nov
268,Alex Davis,50,Australia,Premium,220.24,Documentary,03-12-2024,Light,Senior,2024,Dec
269,Michael Miller,49,Japan,Premium,756.54,Documentary,21-08-2024,Heavy,Senior,2024,Aug
270,Alex Martinez,19,Australia,Standard,308.63,Sci-Fi,20-11-2024,Light,Youth,2024,Nov
271,Sarah Johnson,60,India,Premium,165.43,Action,15-02-2025,Light,Senior,2025,Feb
272,Sarah Jones,21,Japan,Premium,710.05,Sci-Fi,18-06-2024,Heavy,Youth,2024,Jun
273,David Johnson,68,Brazil,Basic,875.2,Comedy,05-08-2024,Heavy,Senior,2024,Aug
274,James Martinez,15,Mexico,Premium,151.14,Documentary,24-02-2025,Light,Youth,2025,Feb
275,Jane Jones,57,Brazil,Premium,426.41,Romance,07-08-2024,Light,Senior,2024,Aug
276,Sarah Davis,75,UK,Standard,390.05,Drama,18-02-2025,Light,Senior,2025,Feb
277,Jane Williams,20,Germany,Premium,599.78,Documentary,18-06-2024,Heavy,Youth,2024,Jun
278,Katie Jones,37,UK,Premium,700.62,Documentary,16-01-2025,Heavy,Adult,2025,Jan
279,James Johnson,24,Australia,Basic,520.73,Drama,17-05-2024,Heavy,Youth,2024,May
280,Sarah Johnson,43,USA,Premium,8.58,Documentary,15-12-2024,Light,Adult,2024,Dec
281,Michael Brown,16,UK,Basic,596.5,Horror,18-07-2024,Heavy,Youth,2024,Jul
282,James Martinez,56,USA,Standard,639.06,Comedy,04-08-2024,Heavy,Senior,2024,Aug
